gid,gnd_n,gnd_c,prov_c,dis_c,dsd_c,guf_count,guf_sum,guf_mean,Shape_Area
"13439",Bothale Gamgoda,"1312030","1","13","1312",27418.000000000000000,0.000000000000000,0.000000000000000,4136921.17
"13435",Amaragedara North,"1312045","1","13","1312",13244.000000000000000,0.000000000000000,0.000000000000000,1999055.51
"12013",Mambula,"1115245","1","11","1115",10945.000000000000000,27285.000000000000000,2.492919141160347,1652477.58
"12137",Karasnagala South,"1227435","1","12","1227",8284.000000000000000,5355.000000000000000,0.646426846933848,1251534.03
"12014",Manakada,"1115020","1","11","1115",9940.000000000000000,0.000000000000000,0.000000000000000,1499740.65
"12015",Mawalgama,"1115180","1","11","1115",19460.000000000000000,33915.000000000000000,1.742805755395683,2935931.49
"12017",Mawathagama West,"1115335","1","11","1115",10780.000000000000000,125970.000000000000000,11.685528756957329,1626810.91
"12018",Miriswatta,"1115120","1","11","1115",13233.000000000000000,199410.000000000000000,15.069145318521878,1995903.14
"12028",Puwakpitiya,"1115155","1","11","1115",2653.000000000000000,236130.000000000000000,89.004900113079529,399892.99
"12019",Muruthagama,"1115080","1","11","1115",4284.000000000000000,91545.000000000000000,21.369047619047620,646716.12
"12020",Neluwattuduwa,"1115260","1","11","1115",17895.000000000000000,21675.000000000000000,1.211232187761945,2701259.58
"12021",Niripola,"1115215","1","11","1115",14449.000000000000000,37740.000000000000000,2.611945463353865,2177186.84
"12022",Pagngnagula,"1115315","1","11","1115",19521.000000000000000,3060.000000000000000,0.156754264638082,2946293.63
"12023",Pahala Hanwella,"1115200","1","11","1115",8980.000000000000000,95625.000000000000000,10.648663697104677,1355058.00
"12076",Narahenpita,"1127055","1","11","1127",5301.000000000000000,1005465.000000000000000,189.674589700056600,796203.83
"12024",Pahala Kosgama East,"1115110","1","11","1115",9652.000000000000000,272340.000000000000000,28.215913800248654,1453802.07
"12026",Pahathgama,"1115275","1","11","1115",4663.000000000000000,207060.000000000000000,44.404889556079780,704029.09
"12677",Nivandama South,"1221095","1","12","1221",9050.000000000000000,164985.000000000000000,18.230386740331493,1364360.96
"12031",Seethagama,"1115045","1","11","1115",5043.000000000000000,559980.000000000000000,111.041046995835814,761234.40
"12029",Puwakpitiya South,"1115150","1","11","1115",9793.000000000000000,310080.000000000000000,31.663433064433779,1477847.12
"12030",Salawa,"1115100","1","11","1115",9845.000000000000000,602565.000000000000000,61.205180294565771,1485183.36
"13539",Gal Edandugoda,"1309255","1","13","1309",3972.000000000000000,174675.000000000000000,43.976586102719033,599122.90
"12033",Suduwella,"1115185","1","11","1115",18297.000000000000000,367455.000000000000000,20.082800459091654,2761727.00
"12036",Thunnana West,"1115330","1","11","1115",12678.000000000000000,50745.000000000000000,4.002602934216753,1911698.41
"13455",Galahitiya,"1312220","1","13","1312",20004.000000000000000,0.000000000000000,0.000000000000000,3021358.77
"13460",Ihala Kudaligama,"1312245","1","13","1312",17416.000000000000000,27030.000000000000000,1.552021129995407,2632350.94
"12360",Kongodamulla North,"1209135","1","12","1209",5098.000000000000000,27285.000000000000000,5.352098862298940,767140.09
"12034",Thawalgoda,"1115075","1","11","1115",9057.000000000000000,127755.000000000000000,14.105664127194435,1368247.93
"12143",Kittammahara,"1227490","1","12","1227",1785.000000000000000,36975.000000000000000,20.714285714285715,268534.07
"12035",Thunnana East,"1115290","1","11","1115",10253.000000000000000,60945.000000000000000,5.944113917877694,1542610.58
"12038",Walawwatta,"1115195","1","11","1115",4042.000000000000000,0.000000000000000,0.000000000000000,609750.12
"12039",Welikanna,"1115250","1","11","1115",14646.000000000000000,29835.000000000000000,2.037074969274888,2210504.33
"12045",Gangodavila East,"1124100","1","11","1124",3718.000000000000000,875415.000000000000000,235.453200645508332,561377.91
"13465",Kobawaka North,"1312010","1","13","1312",27265.000000000000000,53295.000000000000000,1.954703832752613,4115198.42
"12040",Weragolla North,"1115165","1","11","1115",22789.000000000000000,122910.000000000000000,5.393391548554127,3437388.59
"12042",Weralupitiya,"1115040","1","11","1115",13467.000000000000000,962370.000000000000000,71.461349966584990,2031617.55
"12043",Ethulkotte,"1124045","1","11","1124",6386.000000000000000,1126590.000000000000000,176.415596617601011,963521.71
"13470",Mahagama South,"1312260","1","13","1312",13245.000000000000000,6885.000000000000000,0.519818799546999,2000667.53
"13474",Muduna,"1312265","1","13","1312",21167.000000000000000,0.000000000000000,0.000000000000000,3195181.76
"12041",Weragolla South,"1115230","1","11","1115",37583.000000000000000,44880.000000000000000,1.194156932655722,5670938.98
"12044",Ethulkotte West,"1124040","1","11","1124",4166.000000000000000,711705.000000000000000,170.836533845415261,629350.78
"12083",Alawala North,"1227415","1","12","1227",31250.000000000000000,22440.000000000000000,0.718080000000000,4712827.42
"12046",Gangodavila North,"1124090","1","11","1124",3725.000000000000000,871845.000000000000000,234.052348993288604,562637.44
"12047",Gangodavila South,"1124095","1","11","1124",6180.000000000000000,1318605.000000000000000,213.366504854368941,932171.20
"12048",Koswatta,"1124035","1","11","1124",6749.000000000000000,1291320.000000000000000,191.335012594458448,1017615.16
"12049",Nawala East,"1124065","1","11","1124",7102.000000000000000,1283670.000000000000000,180.747676710785697,1071853.66
"12050",Nawala West,"1124030","1","11","1124",8762.000000000000000,1264545.000000000000000,144.321501940196299,1321914.88
"13476",Pahala Kudaligama,"1312240","1","13","1312",20439.000000000000000,37995.000000000000000,1.858946132393953,3085991.47
"12051",Nugegoda,"1124080","1","11","1124",3694.000000000000000,901425.000000000000000,244.024093123984841,557601.64
"12052",Nugegoda West,"1124070","1","11","1124",6305.000000000000000,1446360.000000000000000,229.398889770023800,952512.12
"12056",Pitakotte,"1124055","1","11","1124",4101.000000000000000,856545.000000000000000,208.862472567666430,620177.09
"13478",Pahala Welgama,"1312160","1","13","1312",32091.000000000000000,9180.000000000000000,0.286061512573619,4843856.75
"13801",Yatadolawatta West,"1330095","1","13","1330",17044.000000000000000,68340.000000000000000,4.009622154423844,2572828.57
"12053",Obesekarapura,"1124005","1","11","1124",3377.000000000000000,605880.000000000000000,179.413680781758956,509798.71
"13480",Paragoda West,"1312205","1","13","1312",29208.000000000000000,0.000000000000000,0.000000000000000,4409821.08
"12054",Pagoda,"1124075","1","11","1124",5565.000000000000000,1035810.000000000000000,186.129380053908363,839815.52
"12055",Pagoda East,"1124085","1","11","1124",4470.000000000000000,985065.000000000000000,220.372483221476500,673118.33
"12061",Welikada North,"1124025","1","11","1124",2308.000000000000000,500055.000000000000000,216.661611785095317,349040.09
"12062",Welikada West,"1124010","1","11","1124",5072.000000000000000,792030.000000000000000,156.157334384858046,765058.85
"12063",Bambalapitiya,"1127010","1","11","1127",9980.000000000000000,2445450.000000000000000,245.035070140280567,1506369.95
"13485",Weyangalla East,"1312255","1","13","1312",4042.000000000000000,86445.000000000000000,21.386689757545771,609801.22
"12144",Kolawatta,"1227110","1","12","1227",2460.000000000000000,185895.000000000000000,75.567073170731703,370271.27
"13805",Batagoda,"1318150","1","13","1318",10042.000000000000000,36210.000000000000000,3.605855407289384,1516752.82
"12064",Borella North,"1127040","1","11","1127",6452.000000000000000,1322175.000000000000000,204.924829510229387,975057.02
"12067",Gothamipura,"1127050","1","11","1127",7743.000000000000000,1087065.000000000000000,140.393258426966298,1169912.11
"12068",Havelock Town,"1127070","1","11","1127",8818.000000000000000,2031075.000000000000000,230.332841914266282,1329640.03
"12069",Kirula,"1127075","1","11","1127",11454.000000000000000,2580090.000000000000000,225.256678889470919,1729149.10
"13493",Bombuwala North-West,"1327095","1","13","1327",7810.000000000000000,80325.000000000000000,10.284891165172855,1178612.47
"12070",Kirulapone,"1127080","1","11","1127",9001.000000000000000,2053770.000000000000000,228.171314298411289,1357891.93
"12071",Kollupitiya,"1127005","1","11","1127",6270.000000000000000,1526940.000000000000000,243.531100478468886,947169.57
"12072",Kuppiyawatta East,"1127025","1","11","1127",3841.000000000000000,820335.000000000000000,213.573288206196310,579038.54
"13496",Bombuwala South-West,"1327110","1","13","1327",6737.000000000000000,143310.000000000000000,21.272079560635298,1016254.76
"12073",Kuppiyawatta West,"1127020","1","11","1127",2460.000000000000000,574515.000000000000000,233.542682926829258,371033.80
"12074",Kurunduwatta,"1127015","1","11","1127",23781.000000000000000,4546140.000000000000000,191.166897943736586,3587842.03
"12078",Pamankada West,"1127095","1","11","1127",4145.000000000000000,1036830.000000000000000,250.139927623642933,625583.15
"12079",Thimbirigasyaya,"1127060","1","11","1127",12439.000000000000000,2670870.000000000000000,214.717421014551007,1879562.18
"12080",Wanathamulla,"1127035","1","11","1127",4140.000000000000000,871335.000000000000000,210.467391304347814,624537.08
"12081",Wellawatta North,"1127085","1","11","1127",6544.000000000000000,1573605.000000000000000,240.465311735941327,987862.80
"12082",Wellawatta South,"1127090","1","11","1127",4708.000000000000000,1183710.000000000000000,251.425233644859816,710835.40
"12085",Aruppassa,"1227710","1","12","1227",12059.000000000000000,29580.000000000000000,2.452939713077370,1819037.85
"12086",Bandarabatawala,"1227285","1","12","1227",5809.000000000000000,134640.000000000000000,23.177827509037702,876605.59
"12087",Bemmulla,"1227300","1","12","1227",12800.000000000000000,129030.000000000000000,10.080468750000000,1932190.66
"12088",Bogamuwa,"1227510","1","12","1227",5216.000000000000000,14280.000000000000000,2.737730061349693,787038.71
"12150",Madakotuwa,"1227720","1","12","1227",5233.000000000000000,10455.000000000000000,1.997897955283776,789573.72
"12089",Bogoda,"1227365","1","12","1227",6554.000000000000000,53040.000000000000000,8.092767775404333,988417.58
"12091",Bopagama,"1227595","1","12","1227",25128.000000000000000,32640.000000000000000,1.298949379178606,3790308.77
"12092",Bopagama East,"1227600","1","12","1227",10197.000000000000000,1020.000000000000000,0.100029420417770,1539786.65
"12093",Bopetta,"1227615","1","12","1227",6167.000000000000000,8670.000000000000000,1.405869952975515,929968.40
"12212",Thiriwanegama North,"1227325","1","12","1227",3655.000000000000000,28815.000000000000000,7.883720930232558,551581.83
"12094",Bopetta South,"1227610","1","12","1227",13279.000000000000000,118065.000000000000000,8.891106258001356,2005092.98
"12095",Dadagamuwa,"1227275","1","12","1227",10901.000000000000000,54060.000000000000000,4.959178057058986,1644162.13
"12098",Daraluwa,"1227295","1","12","1227",5574.000000000000000,100725.000000000000000,18.070505920344456,839911.59
"12099",Deenapamunuwa,"1227580","1","12","1227",6055.000000000000000,129795.000000000000000,21.436003303055326,913307.43
"12151",Madakotuwa West,"1227715","1","12","1227",7828.000000000000000,2550.000000000000000,0.325753704649974,1180819.79
"12100",Deenapamunuwa West,"1227575","1","12","1227",2882.000000000000000,18615.000000000000000,6.459056210964608,434687.23
"12101",Dematalanda,"1227750","1","12","1227",3869.000000000000000,17340.000000000000000,4.481778237270612,583521.27
"12102",Diyakade,"1227460","1","12","1227",5631.000000000000000,0.000000000000000,0.000000000000000,849206.45
"12103",Egoda Nittambuwa,"1227185","1","12","1227",2035.000000000000000,174165.000000000000000,85.584766584766584,306857.51
"12104",Ellakkala,"1227390","1","12","1227",7984.000000000000000,148410.000000000000000,18.588426853707414,1202491.22
"12106",Eluwapitiya,"1227010","1","12","1227",5167.000000000000000,66555.000000000000000,12.880781885039674,779694.51
"13514",Nebada West,"1327045","1","13","1327",4946.000000000000000,0.000000000000000,0.000000000000000,746715.51
"12110",Godagama,"1227400","1","12","1227",9120.000000000000000,56865.000000000000000,6.235197368421052,1376819.82
"12111",Godagama West,"1227395","1","12","1227",7848.000000000000000,0.000000000000000,0.000000000000000,1184281.73
"12126",Humbutiyawa West,"1227055","1","12","1227",8573.000000000000000,27540.000000000000000,3.212411057972705,1291292.10
"12112",Haggalla,"1227385","1","12","1227",9102.000000000000000,66300.000000000000000,7.284113381674358,1373595.22
"12114",Halgampitiya,"1227330","1","12","1227",6615.000000000000000,137190.000000000000000,20.739229024943310,997320.43
"12115",Halpandeniya,"1227560","1","12","1227",3145.000000000000000,19635.000000000000000,6.243243243243243,474969.67
"12116",Happitiya,"1227755","1","12","1227",13138.000000000000000,48705.000000000000000,3.707185264119349,1981200.23
"12117",Heendeniya,"1227150","1","12","1227",3789.000000000000000,20655.000000000000000,5.451306413301663,572040.25
"13519",Puhambugoda East,"1327200","1","13","1327",19221.000000000000000,43095.000000000000000,2.242078976119869,2902367.75
"13806",Begamuwa Thalahitiya,"1318220","1","13","1318",13250.000000000000000,24990.000000000000000,1.886037735849057,2000683.49
"13524",Serupita East,"1327070","1","13","1327",9415.000000000000000,37995.000000000000000,4.035581518852895,1421234.04
"13807",Bellanthudawa,"1318010","1","13","1318",10445.000000000000000,164730.000000000000000,15.771182383915749,1578096.87
"12118",Hiripitiya Central,"1227025","1","12","1227",2163.000000000000000,323340.000000000000000,149.486823855755887,324617.84
"12121",Hiripitiya Pahala,"1227165","1","12","1227",2928.000000000000000,132345.000000000000000,45.199795081967210,442560.53
"12122",Hiripitiya South,"1227125","1","12","1227",2813.000000000000000,386580.000000000000000,137.426235335940277,423376.40
"12123",Hiripitiya West,"1227015","1","12","1227",2953.000000000000000,299115.000000000000000,101.291906535726383,445557.57
"12124",Horagollagama,"1227190","1","12","1227",8081.000000000000000,320025.000000000000000,39.602153198861529,1220102.59
"12125",Humbutiyawa,"1227060","1","12","1227",4822.000000000000000,110160.000000000000000,22.845292409788470,726773.29
"12128",Kahambilihena,"1227650","1","12","1227",6442.000000000000000,11475.000000000000000,1.781279105867743,972505.44
"13529",Thudugala West,"1327155","1","13","1327",10445.000000000000000,14280.000000000000000,1.367161321206319,1577430.05
"12130",Kahatovita West,"1227635","1","12","1227",2421.000000000000000,310080.000000000000000,128.079306071871116,364550.69
"12131",Kalagedihena,"1227335","1","12","1227",7548.000000000000000,580635.000000000000000,76.925675675675677,1136791.13
"12156",Malwatta,"1227255","1","12","1227",9724.000000000000000,795090.000000000000000,81.765734265734267,1466482.94
"12132",Kalalpitiya,"1227080","1","12","1227",11763.000000000000000,442170.000000000000000,37.589900535577662,1775739.43
"12133",Kalotuwawa,"1227350","1","12","1227",11284.000000000000000,131835.000000000000000,11.683356965615030,1701188.44
"12134",Kamburagalla,"1227470","1","12","1227",13486.000000000000000,139995.000000000000000,10.380765238024619,2035156.27
"12135",Kandaoluwawa,"1227305","1","12","1227",9645.000000000000000,157590.000000000000000,16.339035769828929,1455986.29
"12138",Kattota,"1227355","1","12","1227",6783.000000000000000,84150.000000000000000,12.406015037593985,1024152.20
"12139",Katuwasgoda,"1227270","1","12","1227",2851.000000000000000,87465.000000000000000,30.678709224833391,430055.91
"12140",Katuwasgoda West,"1227265","1","12","1227",2243.000000000000000,42330.000000000000000,18.872046366473473,339242.27
"12142",Kirikittamulla South,"1227685","1","12","1227",2321.000000000000000,80580.000000000000000,34.717794054286948,349545.67
"12153",Magalegoda,"1227140","1","12","1227",9102.000000000000000,53805.000000000000000,5.911338167435728,1371978.97
"13541",Godigamuwa West,"1309070","1","13","1309",8460.000000000000000,166260.000000000000000,19.652482269503547,1275950.80
"12145",Kongasdeniya,"1227070","1","12","1227",13744.000000000000000,223380.000000000000000,16.252910360884751,2070960.34
"13555",Kananvila South,"1309185","1","13","1309",10527.000000000000000,7650.000000000000000,0.726702764320319,1589891.56
"12146",Koskandawala,"1227690","1","12","1227",5464.000000000000000,131580.000000000000000,24.081259150805270,826092.95
"12147",Koskandawala North,"1227675","1","12","1227",6545.000000000000000,54570.000000000000000,8.337662337662337,987912.91
"12159",Mathalana East,"1227540","1","12","1227",5571.000000000000000,82875.000000000000000,14.876144318793754,839077.62
"12148",Kurawalana,"1227625","1","12","1227",9070.000000000000000,154530.000000000000000,17.037486218302096,1369325.88
"12149",Lavulupitiya,"1227740","1","12","1227",9531.000000000000000,29070.000000000000000,3.050047214353163,1438297.82
"13547",Henegama,"1309250","1","13","1309",6558.000000000000000,329460.000000000000000,50.237877401646841,990057.34
"12152",Maduwegedara,"1227240","1","12","1227",6822.000000000000000,434775.000000000000000,63.731310466138964,1026514.26
"13575",Narthanagala,"1309275","1","13","1309",7871.000000000000000,710430.000000000000000,90.259179265658744,1187872.30
"12154",Magalegoda South,"1227145","1","12","1227",6867.000000000000000,172635.000000000000000,25.139799038881609,1036268.25
"12155",Maimbula,"1227215","1","12","1227",8480.000000000000000,70125.000000000000000,8.269457547169811,1279740.67
"12157",Mangalathiriya,"1227515","1","12","1227",8699.000000000000000,54570.000000000000000,6.273134843085412,1312055.38
"12158",Mathalana,"1227480","1","12","1227",4147.000000000000000,148920.000000000000000,35.910296599951771,625776.37
"12162",Mattagoda,"1227660","1","12","1227",9502.000000000000000,58905.000000000000000,6.199221216585982,1432875.75
"13558",Kirigalahena,"1309195","1","13","1309",9702.000000000000000,19635.000000000000000,2.023809523809524,1464630.43
"12163",Meevitigammana,"1227605","1","12","1227",10836.000000000000000,76245.000000000000000,7.036267995570321,1635534.27
"12164",Meewala,"1227485","1","12","1227",3804.000000000000000,37740.000000000000000,9.921135646687697,575409.52
"12165",Meewala West,"1227530","1","12","1227",4958.000000000000000,46155.000000000000000,9.309197256958450,748352.65
"12166",Mudagamuwa,"1227280","1","12","1227",3212.000000000000000,129030.000000000000000,40.171232876712331,483707.90
"12167",Nagoda,"1227620","1","12","1227",14656.000000000000000,41565.000000000000000,2.836039847161572,2208416.11
"12171",Nawagamuwa,"1227085","1","12","1227",3366.000000000000000,43350.000000000000000,12.878787878787879,507215.36
"12172",Nikahetikanda,"1227430","1","12","1227",13242.000000000000000,0.000000000000000,0.000000000000000,1998300.17
"12173",Nittambuwa East,"1227105","1","12","1227",2958.000000000000000,198645.000000000000000,67.155172413793110,445995.67
"12174",Nittambuwa North,"1227100","1","12","1227",3789.000000000000000,255255.000000000000000,67.367379255740303,571345.81
"12175",Nittambuwa South,"1227095","1","12","1227",3548.000000000000000,190230.000000000000000,53.616121758737314,538284.30
"12176",Ogodapola,"1227645","1","12","1227",6346.000000000000000,5100.000000000000000,0.803655846202332,956967.94
"12177",Ogodapola North,"1227640","1","12","1227",2462.000000000000000,99450.000000000000000,40.393988627132416,371729.11
"12181",Pahala Thihariya,"1227500","1","12","1227",4517.000000000000000,224910.000000000000000,49.791897276953733,680698.82
"12182",Palkumbura,"1227440","1","12","1227",17088.000000000000000,10710.000000000000000,0.626755617977528,2577733.38
"12183",Pannila,"1227550","1","12","1227",3383.000000000000000,0.000000000000000,0.000000000000000,509840.21
"12184",Parana Veyangoda,"1227065","1","12","1227",5970.000000000000000,107100.000000000000000,17.939698492462313,900854.40
"12185",Paranagama,"1227700","1","12","1227",3428.000000000000000,69615.000000000000000,20.307759626604433,515504.90
"12186",Paranagama East,"1227705","1","12","1227",4141.000000000000000,23205.000000000000000,5.603718908476213,624372.94
"12188",Pattalagedara East,"1227115","1","12","1227",4454.000000000000000,373575.000000000000000,83.874045801526719,671190.40
"12189",Pattigoda,"1227155","1","12","1227",4857.000000000000000,66555.000000000000000,13.702903026559605,733388.39
"12190",Pelpita,"1227445","1","12","1227",6879.000000000000000,68850.000000000000000,10.008722197993894,1037960.32
"12191",Pilankada,"1227520","1","12","1227",3947.000000000000000,7650.000000000000000,1.938180896883709,596186.60
"12267",Pahala Biyanvila East,"1239005","1","12","1239",4463.000000000000000,586755.000000000000000,131.470983643289259,672903.29
"12192",Pinnagolla,"1227180","1","12","1227",6875.000000000000000,384030.000000000000000,55.858909090909094,1038152.86
"12193",Pitiyegedara,"1227290","1","12","1227",9046.000000000000000,103020.000000000000000,11.388458987397744,1364399.95
"13587",Thalagala South,"1309090","1","13","1309",8312.000000000000000,255.000000000000000,0.030678537054860,1252701.29
"12194",Raniswala,"1227310","1","12","1227",3145.000000000000000,35190.000000000000000,11.189189189189189,474712.91
"12196",Ranpokunagama A Zone,"1227205","1","12","1227",2472.000000000000000,312630.000000000000000,126.468446601941750,373847.49
"12197",Ranpokunagama B Zone,"1227235","1","12","1227",1941.000000000000000,263160.000000000000000,135.579598145285928,293460.76
"12199",Ranpokunagama D Zone,"1227225","1","12","1227",1086.000000000000000,180795.000000000000000,166.477900552486176,163083.63
"12200",Rathambale,"1227725","1","12","1227",13269.000000000000000,7140.000000000000000,0.538096314718517,2001715.69
"12201",Ruwanpura,"1227735","1","12","1227",5871.000000000000000,54315.000000000000000,9.251405212059275,886107.23
"12218",Urapola,"1227565","1","12","1227",5417.000000000000000,236640.000000000000000,43.684696326379914,817092.90
"12202",Sapugasthenna,"1227315","1","12","1227",4245.000000000000000,400860.000000000000000,94.431095406360427,639927.72
"12203",Sapugasthenna,"1227590","1","12","1227",18429.000000000000000,0.000000000000000,0.000000000000000,2780779.34
"12204",Thalgasmote,"1227040","1","12","1227",2374.000000000000000,201705.000000000000000,84.964195450716090,358087.19
"12205",Thalgasmote East,"1227045","1","12","1227",5100.000000000000000,143820.000000000000000,28.199999999999999,769395.66
"12206",Thalgasmote West,"1227035","1","12","1227",3784.000000000000000,44115.000000000000000,11.658298097251585,570504.57
"12207",Thihariya East,"1227345","1","12","1227",4531.000000000000000,657645.000000000000000,145.143456190686379,683902.08
"12208",Thihariya North,"1227260","1","12","1227",5316.000000000000000,287130.000000000000000,54.012415349887135,799842.94
"12209",Thihariya South,"1227495","1","12","1227",3025.000000000000000,237150.000000000000000,78.396694214876035,456864.32
"12210",Thihariya West,"1227505","1","12","1227",3688.000000000000000,156315.000000000000000,42.384761388286336,555975.78
"12213",Thiriwanegama South,"1227320","1","12","1227",3067.000000000000000,126990.000000000000000,41.405282034561459,464300.53
"13626",Akkaragoda,"1321320","1","13","1321",805.000000000000000,150705.000000000000000,187.211180124223603,121710.39
"12214",Udammita,"1227050","1","12","1227",5062.000000000000000,105315.000000000000000,20.805017779533781,764107.71
"12215",Udatuttiripitiya,"1227655","1","12","1227",11734.000000000000000,103530.000000000000000,8.823078234191239,1769359.91
"12224",Wataddara South,"1227160","1","12","1227",4264.000000000000000,91290.000000000000000,21.409474671669795,642109.45
"12216",Udugoda,"1227545","1","12","1227",4112.000000000000000,51000.000000000000000,12.402723735408561,619610.41
"13606",Kekuladola,"1310050","1","13","1310",10180.000000000000000,3570.000000000000000,0.350687622789784,1538396.95
"12220",Walgammulla,"1227730","1","12","1227",12556.000000000000000,59670.000000000000000,4.752309652755654,1891241.12
"12222",Wanduramulla,"1227570","1","12","1227",6868.000000000000000,13260.000000000000000,1.930693069306931,1036149.05
"12223",Wataddara,"1227130","1","12","1227",3972.000000000000000,165495.000000000000000,41.665407854984892,599634.98
"12225",Wataddara West,"1227135","1","12","1227",9208.000000000000000,359040.000000000000000,38.992180712423981,1387860.10
"13163",Walbothale,"1212070","1","12","1212",18795.000000000000000,45390.000000000000000,2.415003990422985,2834277.49
"12227",Wedagama,"1227075","1","12","1227",6894.000000000000000,149175.000000000000000,21.638381201044385,1038446.28
"12228",Weerangula,"1227665","1","12","1227",10062.000000000000000,78285.000000000000000,7.780262373285630,1521276.18
"12229",Weerangula South,"1227670","1","12","1227",5620.000000000000000,88485.000000000000000,15.744661921708184,843655.26
"12230",Welagedara,"1227465","1","12","1227",4183.000000000000000,3315.000000000000000,0.792493425770978,630426.42
"12232",Yatawaka,"1227585","1","12","1227",19564.000000000000000,20910.000000000000000,1.068799836434267,2947321.54
"12233",Yatiyana,"1227245","1","12","1227",4593.000000000000000,252450.000000000000000,54.964075767472238,694186.68
"12234",Athurumulla,"1239045","1","12","1239",7833.000000000000000,111435.000000000000000,14.226350057449253,1182011.36
"12235",Biyagama East,"1239225","1","12","1239",6227.000000000000000,777495.000000000000000,124.858679942187251,939370.20
"12236",Biyagama North,"1239160","1","12","1239",9211.000000000000000,928965.000000000000000,100.853870372380854,1388921.66
"12237",Biyagama South,"1239220","1","12","1239",11321.000000000000000,1253070.000000000000000,110.685451815210669,1708047.75
"13621",Rathmalgoda East,"1310115","1","13","1310",13258.000000000000000,11220.000000000000000,0.846281490420878,2001434.66
"12238",Biyagama West,"1239165","1","12","1239",7331.000000000000000,534990.000000000000000,72.976401582321643,1105456.02
"12239",Bollegala,"1239210","1","12","1239",9542.000000000000000,1110525.000000000000000,116.382833787465941,1441056.42
"12240",Daranagama,"1239065","1","12","1239",8391.000000000000000,305745.000000000000000,36.437254200929566,1268396.62
"13627",Alubogahalanda,"1321360","1","13","1321",6201.000000000000000,399330.000000000000000,64.397677793904208,935650.56
"12242",Galedanda,"1239195","1","12","1239",4107.000000000000000,607665.000000000000000,147.958363769174582,620090.34
"12243",Gonawala Central,"1239190","1","12","1239",8731.000000000000000,1063860.000000000000000,121.848585499942729,1315391.36
"12244",Gonawala East,"1239120","1","12","1239",5740.000000000000000,1138320.000000000000000,198.313588850174227,865720.91
"12245",Gonawala West,"1239200","1","12","1239",9684.000000000000000,1554735.000000000000000,160.546778190830224,1461290.73
"12246",Heiyanthuduwa East,"1239135","1","12","1239",10176.000000000000000,1012350.000000000000000,99.484080188679243,1535648.14
"12247",Heiyanthuduwa North,"1239075","1","12","1239",9636.000000000000000,1066155.000000000000000,110.642901618929017,1453506.12
"12248",Heiyanthuduwa South,"1239170","1","12","1239",9204.000000000000000,263670.000000000000000,28.647327249022165,1388806.14
"13639",Ethagama West,"1321430","1","13","1321",1247.000000000000000,60690.000000000000000,48.668805132317566,187425.60
"12249",Heiyanthuduwa West,"1239130","1","12","1239",7871.000000000000000,782850.000000000000000,99.460043196544277,1185002.87
"12250",Ihala Biyanvila Central,"1239015","1","12","1239",9038.000000000000000,799680.000000000000000,88.479752157556987,1362270.97
"12251",Ihala Biyanvila North,"1239010","1","12","1239",6189.000000000000000,1077375.000000000000000,174.079011148812413,935195.78
"12252",Kammalwatta,"1239035","1","12","1239",7148.000000000000000,408000.000000000000000,57.078903189703411,1078067.54
"12253",Kanduboda East,"1239050","1","12","1239",9558.000000000000000,602055.000000000000000,62.989642184557439,1439276.13
"12254",Kanduboda West,"1239055","1","12","1239",10983.000000000000000,366435.000000000000000,33.363835017754710,1656320.68
"12255",Mabima East,"1239175","1","12","1239",11122.000000000000000,877710.000000000000000,78.916561769465929,1680670.54
"12256",Mabima West,"1239180","1","12","1239",10148.000000000000000,908055.000000000000000,89.481178557351200,1529581.20
"12326",Hapuwalana North,"1209600","1","12","1209",5597.000000000000000,65025.000000000000000,11.617830980882616,843285.79
"12257",Makola North Central,"1239090","1","12","1239",10559.000000000000000,1512405.000000000000000,143.233734255137790,1592973.14
"12258",Makola North Ihala,"1239085","1","12","1239",6325.000000000000000,530400.000000000000000,83.857707509881422,954297.94
"12259",Makola North Pahala,"1239105","1","12","1239",7403.000000000000000,988635.000000000000000,133.545184384708904,1116060.29
"12260",Makola South Ihala,"1239080","1","12","1239",9805.000000000000000,1323705.000000000000000,135.003059663437028,1480488.05
"12261",Makola South Pahala,"1239110","1","12","1239",5137.000000000000000,849660.000000000000000,165.400038933229524,774307.75
"12263",Mawaramandiya,"1239020","1","12","1239",8782.000000000000000,1080435.000000000000000,123.028353450239123,1325721.59
"12265",Meegahawatta West,"1239025","1","12","1239",8361.000000000000000,362100.000000000000000,43.308216720487977,1260145.37
"13654",Kalutara South,"1321280","1","13","1321",5742.000000000000000,977925.000000000000000,170.310867293625904,867368.19
"12268",Pahala Biyanvila West,"1239095","1","12","1239",5475.000000000000000,944520.000000000000000,172.515068493150693,824559.81
"12272",Sapugaskanda,"1239125","1","12","1239",20141.000000000000000,3528435.000000000000000,175.186683878655487,3040085.82
"12269",Pamunuvila,"1239115","1","12","1239",8307.000000000000000,921315.000000000000000,110.908270133622253,1254754.67
"12271",Pattivila South,"1239215","1","12","1239",4178.000000000000000,521475.000000000000000,124.814504547630449,630847.59
"12276",Thalwatta,"1239205","1","12","1239",6417.000000000000000,686205.000000000000000,106.935483870967744,966838.92
"12273",Siyambalape North,"1239070","1","12","1239",9403.000000000000000,1014390.000000000000000,107.879400191428275,1418529.66
"12274",Siyambalape South,"1239140","1","12","1239",17324.000000000000000,1500930.000000000000000,86.638767028399911,2613401.39
